crop,year,season,state,area,production,fertilizer,pesticide,yield,N,P,K,pH,avg_temp_c,total_rainfall_mm,avg_humidity_percent
maize,1999,kharif,Bihar,385865.0,595085,40951852.45,104183.55,1.615272727,85,30,25,7.2,26.37,887.84,51.93
maize,1999,rabi,Bihar,199600.0,600608,21183548.0,53892.0,2.928333333,85,30,25,7.2,26.37,887.84,51.93
maize,1999,summer,Bihar,152658.0,365675,16201593.54,41217.66,2.511666667,85,30,25,7.2,26.37,887.84,51.93
potato,1999,whole year,Bihar,144461.0,1381179,15331645.93,39004.47,9.737297297,85,30,25,7.2,26.37,887.84,51.93
rice,1999,kharif,Bihar,744230.0,862282,78985129.9,200942.1,1.061666667,85,30,25,7.2,26.37,887.84,51.93
rice,1999,summer,Bihar,124874.0,246807,13252877.62,33715.98,1.700666667,85,30,25,7.2,26.37,887.84,51.93
sugarcane,1999,whole year,Bihar,97198.0,4088505,10315623.74,26243.46,36.62083333,85,30,25,7.2,26.37,887.84,51.93
wheat,1999,rabi,Bihar,2080847.0,4583515,220840292.1,561828.69,2.113513514,85,30,25,7.2,26.37,887.84,51.93
bajra,1999,kharif,Gujarat,745100.0,477300,79077463.0,201177.0,0.7925,75,38,28,7.8,28.45,440.13,40.06
bajra,1999,summer,Gujarat,181100.0,373300,19220143.0,48897.0,1.933333333,75,38,28,7.8,28.45,440.13,40.06
maize,1999,kharif,Gujarat,391000.0,504000,41496830.0,105570.0,1.324117647,75,38,28,7.8,28.45,440.13,40.06
potato,1999,whole year,Gujarat,31300.0,687900,3321869.0,8451.0,20.62111111,75,38,28,7.8,28.45,440.13,40.06
rice,1999,kharif,Gujarat,664400.0,984900,70512772.0,179388.0,1.510714286,75,38,28,7.8,28.45,440.13,40.06
sugarcane,1999,whole year,Gujarat,201400.0,14065000,21374582.0,54378.0,73.26,75,38,28,7.8,28.45,440.13,40.06
wheat,1999,rabi,Gujarat,482100.0,1020000,51165273.0,130167.0,2.239473684,75,38,28,7.8,28.45,440.13,40.06
bajra,1999,kharif,Haryana,586877.0,582000,62285256.01,158456.79,0.942631579,130,48,35,7.9,25.49,537.97,34.47
maize,1999,kharif,Haryana,20078.0,48000,2130878.14,5421.06,0.812631579,130,48,35,7.9,25.49,537.97,34.47
potato,1999,whole year,Haryana,12659.0,199800,1343499.67,3417.93,21.46470588,130,48,35,7.9,25.49,537.97,34.47
rice,1999,kharif,Haryana,1083052.0,2563000,114944308.8,292424.04,2.235,130,48,35,7.9,25.49,537.97,34.47
sugarcane,1999,whole year,Haryana,136696.0,7640000,14507546.48,36907.92,44.50210526,130,48,35,7.9,25.49,537.97,34.47
wheat,1999,rabi,Haryana,2316531.0,9650000,245853435.0,625463.37,4.054210526,130,48,35,7.9,25.49,537.97,34.47
maize,1999,kharif,Himachal Pradesh,299906.0,681424,31829023.78,80974.62,2.324166667,60,20,40,6.0,22.3,572.46,36.63
potato,1999,whole year,Himachal Pradesh,627.0,5395,66543.51,169.29,5.58,60,20,40,6.0,22.3,572.46,36.63
rice,1999,kharif,Himachal Pradesh,80222.0,120365,8513960.86,21659.94,1.55,60,20,40,6.0,22.3,572.46,36.63
sugarcane,1999,whole year,Himachal Pradesh,3005.0,15470,318920.65,811.35,5.206666667,60,20,40,6.0,22.3,572.46,36.63
wheat,1999,rabi,Himachal Pradesh,370587.0,583300,39330398.31,100058.49,1.5775,60,20,40,6.0,22.3,572.46,36.63
bajra,1999,kharif,Karnataka,421185.0,251109,44700364.05,113719.95,0.53625,72,42,25,6.9,22.94,856.67,69.63
maize,1999,kharif,Karnataka,525383.0,1417739,55758897.79,141853.41,2.7368,72,42,25,6.9,22.94,856.67,69.63
maize,1999,rabi,Karnataka,67807.0,161775,7196356.91,18307.89,2.327619048,72,42,25,6.9,22.94,856.67,69.63
maize,1999,summer,Karnataka,13197.0,23878,1400597.61,3563.19,1.786666667,72,42,25,6.9,22.94,856.67,69.63
potato,1999,whole year,Karnataka,27990.0,412775,2970578.7,7557.3,17.287,72,42,25,6.9,22.94,856.67,69.63
rice,1999,kharif,Karnataka,1096198.0,2678951,116339493.7,295973.46,2.292962963,72,42,25,6.9,22.94,856.67,69.63
rice,1999,rabi,Karnataka,52778.0,107289,5601329.14,14250.06,2.079285714,72,42,25,6.9,22.94,856.67,69.63
rice,1999,summer,Karnataka,300820.0,930490,31926026.6,81221.4,2.7336,72,42,25,6.9,22.94,856.67,69.63
sugarcane,1999,whole year,Karnataka,371332.0,37397876,39409465.16,100259.64,102.486,72,42,25,6.9,22.94,856.67,69.63
wheat,1999,rabi,Karnataka,261275.0,217613,27729115.75,70544.25,0.880555556,72,42,25,6.9,22.94,856.67,69.63
bajra,1999,kharif,Madhya Pradesh,137668.0,138796,14610704.84,37170.36,0.803947368,70,40,20,7.4,25.0,1021.78,51.04
maize,1999,kharif,Madhya Pradesh,846456.0,1360669,89834375.28,228543.12,1.543220339,70,40,20,7.4,25.0,1021.78,51.04
potato,1999,whole year,Madhya Pradesh,67359.0,856854,7148810.67,18186.93,12.04827586,70,40,20,7.4,25.0,1021.78,51.04
rice,1999,kharif,Madhya Pradesh,5514025.0,6663769,585203473.3,1488786.75,1.110508475,70,40,20,7.4,25.0,1021.78,51.04
sugarcane,1999,whole year,Madhya Pradesh,44930.0,1951640,4768420.9,12131.1,32.28931034,70,40,20,7.4,25.0,1021.78,51.04
wheat,1999,rabi,Madhya Pradesh,4661524.0,8685197,494727542.1,1258611.48,1.877777778,70,40,20,7.4,25.0,1021.78,51.04
bajra,1999,kharif,Maharashtra,1720700.0,1126300,182617891.0,464589.0,0.662916667,75,43,26,7.1,26.19,1622.75,68.41
maize,1999,kharif,Maharashtra,193869.0,305573,20575316.97,52344.63,1.3428,75,43,26,7.1,26.19,1622.75,68.41
maize,1999,rabi,Maharashtra,58800.0,90700,6240444.0,15876.0,1.491111111,75,43,26,7.1,26.19,1622.75,68.41
maize,1999,summer,Maharashtra,11200.0,18200,1188656.0,3024.0,1.428888889,75,43,26,7.1,26.19,1622.75,68.41
rice,1999,kharif,Maharashtra,1457100.0,2466400,154642023.0,393417.0,1.211935484,75,43,26,7.1,26.19,1622.75,68.41
rice,1999,summer,Maharashtra,41400.0,82900,4393782.0,11178.0,2.081,75,43,26,7.1,26.19,1622.75,68.41
sugarcane,1999,whole year,Maharashtra,590100.0,53140400,62627313.0,159327.0,86.55576923,75,43,26,7.1,26.19,1622.75,68.41
wheat,1999,rabi,Maharashtra,1041800.0,1425900,110566234.0,281286.0,1.299655172,75,43,26,7.1,26.19,1622.75,68.41
bajra,1999,kharif,Nagaland,1500.0,1250,159195.0,405.0,0.831428571,56,16,36,5.8,19.18,684.23,65.25
maize,1999,kharif,Nagaland,32050.0,42350,3401466.5,8653.5,1.312857143,56,16,36,5.8,19.18,684.23,65.25
potato,1999,whole year,Nagaland,4130.0,44800,438316.9,1115.1,10.82857143,56,16,36,5.8,19.18,684.23,65.25
rice,1999,kharif,Nagaland,148000.0,222000,15707240.0,39960.0,1.484285714,56,16,36,5.8,19.18,684.23,65.25
sugarcane,1999,whole year,Nagaland,600.0,30000,63678.0,162.0,50.0,56,16,36,5.8,19.18,684.23,65.25
bajra,1999,kharif,Odisha,4010.0,2350,425581.3,1082.7,0.586363636,67,26,32,6.3,26.2,1304.31,72.99
maize,1999,kharif,Odisha,165330.0,206370,17546472.9,44639.1,1.160333333,67,26,32,6.3,26.2,1304.31,72.99
maize,1999,rabi,Odisha,8270.0,10280,877695.1,2232.9,1.395357143,67,26,32,6.3,26.2,1304.31,72.99
potato,1999,whole year,Odisha,8740.0,91050,927576.2,2359.8,9.781851852,67,26,32,6.3,26.2,1304.31,72.99
rice,1999,autumn,Odisha,797000.0,743000,84585610.0,215190.0,0.971333333,67,26,32,6.3,26.2,1304.31,72.99
rice,1999,summer,Odisha,381810.0,912040,40521495.3,103088.7,2.073333333,67,26,32,6.3,26.2,1304.31,72.99
rice,1999,winter,Odisha,3423000.0,3532000,363282990.0,924210.0,1.142666667,67,26,32,6.3,26.2,1304.31,72.99
sugarcane,1999,winter,Odisha,30970.0,1826930,3286846.1,8361.9,60.69166667,67,26,32,6.3,26.2,1304.31,72.99
wheat,1999,rabi,Odisha,18540.0,24850,1967650.2,5005.8,1.351333333,67,26,32,6.3,26.2,1304.31,72.99
bajra,1999,kharif,Punjab,5000.0,4000,530650.0,1350.0,0.833333333,150,50,40,8.0,25.49,537.97,34.47
maize,1999,kharif,Punjab,162000.0,417000,17193060.0,43740.0,2.711666667,150,50,40,8.0,25.49,537.97,34.47
rice,1999,kharif,Punjab,2604000.0,8716000,276362520.0,703080.0,3.332352941,150,50,40,8.0,25.49,537.97,34.47
sugarcane,1999,whole year,Punjab,108000.0,6770000,11462040.0,29160.0,62.67266667,150,50,40,8.0,25.49,537.97,34.47
wheat,1999,rabi,Punjab,3388000.0,15910000,359568440.0,914760.0,4.651764706,150,50,40,8.0,25.49,537.97,34.47
bajra,1999,kharif,Tamil Nadu,177406.0,258774,18828098.78,47899.62,1.7384,80,38,30,6.6,27.7,931.08,71.53
maize,1999,kharif,Tamil Nadu,115803.0,183765,12290172.39,31266.81,1.688,80,38,30,6.6,27.7,931.08,71.53
potato,1999,whole year,Tamil Nadu,3803.0,72239,403612.39,1026.81,18.72,80,38,30,6.6,27.7,931.08,71.53
rice,1999,kharif,Tamil Nadu,2204046.0,7225373,233915402.0,595092.42,3.499642857,80,38,30,6.6,27.7,931.08,71.53
sugarcane,1999,whole year,Tamil Nadu,332332.0,35501817,35270395.16,89729.64,107.9448148,80,38,30,6.6,27.7,931.08,71.53
bajra,1999,kharif,Uttar Pradesh,835019.0,1165247,88620566.47,225455.13,1.326176471,120,45,35,7.6,26.85,649.86,42.16
maize,1999,kharif,Uttar Pradesh,955522.0,1380635,101409549.9,257990.94,1.303170732,120,45,35,7.6,26.85,649.86,42.16
maize,1999,rabi,Uttar Pradesh,11659.0,16894,1237369.67,3147.93,1.455079365,120,45,35,7.6,26.85,649.86,42.16
potato,1999,whole year,Uttar Pradesh,441656.0,9952976,46872951.28,119247.12,21.67878049,120,45,35,7.6,26.85,649.86,42.16
rice,1999,kharif,Uttar Pradesh,6079822.0,13230539,645251508.9,1641551.94,1.991707317,120,45,35,7.6,26.85,649.86,42.16
rice,1999,summer,Uttar Pradesh,6052.0,16186,642298.76,1634.04,2.190384615,120,45,35,7.6,26.85,649.86,42.16
sugarcane,1999,whole year,Uttar Pradesh,2011024.0,115418883,213429977.1,542976.48,52.28773333,120,45,35,7.6,26.85,649.86,42.16
wheat,1999,rabi,Uttar Pradesh,9381878.0,26050768,995698712.1,2533107.06,2.636419753,120,45,35,7.6,26.85,649.86,42.16
bajra,2000,kharif,Bihar,1534.0,1266,150592.78,398.84,0.7475,85,30,25,7.2,26.02,1005.78,51.8
maize,2000,kharif,Bihar,272957.0,477141,26796188.69,70968.82,1.728918919,85,30,25,7.2,26.02,1005.78,51.8
maize,2000,rabi,Bihar,191502.0,549109,18799751.34,49790.52,2.568571429,85,30,25,7.2,26.02,1005.78,51.8
maize,2000,summer,Bihar,156046.0,461059,15319035.82,40571.96,2.77,85,30,25,7.2,26.02,1005.78,51.8
potato,2000,whole year,Bihar,144563.0,1400358,14191749.71,37586.38,9.984594595,85,30,25,7.2,26.02,1005.78,51.8
rice,2000,autumn,Bihar,2939790.0,4444354,288599184.3,764345.4,1.399189189,85,30,25,7.2,26.02,1005.78,51.8
rice,2000,kharif,Bihar,591705.0,786858,58087679.85,153843.3,1.310645161,85,30,25,7.2,26.02,1005.78,51.8
rice,2000,summer,Bihar,125349.0,213158,12305511.33,32590.74,1.590645161,85,30,25,7.2,26.02,1005.78,51.8
sugarcane,2000,whole year,Bihar,93529.0,3985577,9181741.93,24317.54,37.13647059,85,30,25,7.2,26.02,1005.78,51.8
wheat,2000,rabi,Bihar,2067333.0,4437958,202950080.6,537506.58,2.073513514,85,30,25,7.2,26.02,1005.78,51.8
bajra,2000,kharif,Chhattisgarh,78.0,31,7657.26,20.28,0.473333333,70,35,20,6.5,26.38,867.47,51.2
bajra,2000,whole year,Chhattisgarh,201.0,8187,19732.17,52.26,38.278,70,35,20,6.5,26.38,867.47,51.2
maize,2000,kharif,Chhattisgarh,93364.0,125668,9165543.88,24274.64,1.168125,70,35,20,6.5,26.38,867.47,51.2
potato,2000,whole year,Chhattisgarh,9092.0,66090,892561.64,2363.92,7.36625,70,35,20,6.5,26.38,867.47,51.2
rice,2000,kharif,Chhattisgarh,3769746.0,2369295,370075964.8,980133.96,0.6575,70,35,20,6.5,26.38,867.47,51.2
sugarcane,2000,whole year,Chhattisgarh,3317.0,8628,325629.89,862.42,2.739333333,70,35,20,6.5,26.38,867.47,51.2
wheat,2000,rabi,Chhattisgarh,77844.0,79488,7641945.48,20239.44,1.214375,70,35,20,6.5,26.38,867.47,51.2
bajra,2000,kharif,Gujarat,847200.0,550900,83169624.0,220272.0,0.748235294,75,38,28,7.8,28.31,549.8,38.9
bajra,2000,summer,Gujarat,142000.0,272200,13940140.0,36920.0,1.965714286,75,38,28,7.8,28.31,549.8,38.9
maize,2000,kharif,Gujarat,382900.0,288500,37589293.0,99554.0,0.8175,75,38,28,7.8,28.31,549.8,38.9
potato,2000,whole year,Gujarat,32800.0,716100,3219976.0,8528.0,21.33555556,75,38,28,7.8,28.31,549.8,38.9
rice,2000,kharif,Gujarat,583500.0,472600,57282195.0,151710.0,0.8725,75,38,28,7.8,28.31,549.8,38.9
rice,2000,summer,Gujarat,3900.0,10700,382863.0,1014.0,3.53,75,38,28,7.8,28.31,549.8,38.9
sugarcane,2000,whole year,Gujarat,177700.0,12689000,17444809.0,46202.0,67.18071429,75,38,28,7.8,28.31,549.8,38.9
wheat,2000,rabi,Gujarat,286100.0,649000,28086437.0,74386.0,2.346842105,75,38,28,7.8,28.31,549.8,38.9
bajra,2000,kharif,Haryana,608321.0,656000,59718872.57,158163.46,0.928421053,130,48,35,7.9,24.65,829.38,38.13
maize,2000,kharif,Haryana,15429.0,34000,1514664.93,4011.54,0.740555556,130,48,35,7.9,24.65,829.38,38.13
potato,2000,whole year,Haryana,9273.0,141200,910330.41,2410.98,15.6075,130,48,35,7.9,24.65,829.38,38.13
rice,2000,kharif,Haryana,1054282.0,2695000,103498863.9,274113.32,2.443157895,130,48,35,7.9,24.65,829.38,38.13
sugarcane,2000,whole year,Haryana,143030.0,8170000,14041255.1,37187.8,49.43,130,48,35,7.9,24.65,829.38,38.13
wheat,2000,rabi,Haryana,2354779.0,9669000,231168654.4,612242.54,3.990526316,130,48,35,7.9,24.65,829.38,38.13
bajra,2000,kharif,Himachal Pradesh,116.0,41,11387.72,30.16,0.51,60,20,40,6.0,21.5,869.51,40.72
maize,2000,kharif,Himachal Pradesh,298052.0,683642,29259764.84,77493.52,2.3325,60,20,40,6.0,21.5,869.51,40.72
rice,2000,kharif,Himachal Pradesh,81519.0,124893,8002720.23,21194.94,1.55,60,20,40,6.0,21.5,869.51,40.72
sugarcane,2000,whole year,Himachal Pradesh,2817.0,7854,276544.89,732.42,2.665714286,60,20,40,6.0,21.5,869.51,40.72
wheat,2000,rabi,Himachal Pradesh,362660.0,261319,35602332.2,94291.6,0.803333333,60,20,40,6.0,21.5,869.51,40.72
bajra,2000,kharif,Madhya Pradesh,164003.0,204348,16100174.51,42640.78,0.904411765,70,40,20,7.4,25.33,867.75,42.57
maize,2000,kharif,Madhya Pradesh,829299.0,1209947,81412282.83,215617.74,1.558636364,70,40,20,7.4,25.33,867.75,42.57
rice,2000,kharif,Madhya Pradesh,1697346.0,975274,166628456.8,441309.96,0.613555556,70,40,20,7.4,25.33,867.75,42.57
sugarcane,2000,whole year,Madhya Pradesh,74733.0,1656840,7336538.61,19430.58,17.88844444,70,40,20,7.4,25.33,867.75,42.57
wheat,2000,rabi,Madhya Pradesh,3299120.0,4861992,323874610.4,857771.2,1.499333333,70,40,20,7.4,25.33,867.75,42.57
bajra,2000,kharif,Maharashtra,1800000.0,1087200,176706000.0,468000.0,0.585,75,43,26,7.1,26.28,1944.66,66.88
maize,2000,kharif,Maharashtra,258500.0,216000,25376945.0,67210.0,0.856538462,75,43,26,7.1,26.28,1944.66,66.88
maize,2000,rabi,Maharashtra,70200.0,87600,6891534.0,18252.0,1.161666667,75,43,26,7.1,26.28,1944.66,66.88
rice,2000,kharif,Maharashtra,1486400.0,1879200,145919888.0,386464.0,0.9865625,75,43,26,7.1,26.28,1944.66,66.88
rice,2000,summer,Maharashtra,25100.0,50500,2464067.0,6526.0,1.987,75,43,26,7.1,26.28,1944.66,66.88
sugarcane,2000,whole year,Maharashtra,595300.0,49568700,58440601.0,154778.0,77.65407407,75,43,26,7.1,26.28,1944.66,66.88
wheat,2000,rabi,Maharashtra,754200.0,947600,74039814.0,196092.0,1.197,75,43,26,7.1,26.28,1944.66,66.88
maize,2000,kharif,Mizoram,6410.0,16112,629269.7,1666.6,2.1825,54,15,34,5.7,22.64,1561.26,75.76
maize,2000,rabi,Mizoram,233.0,324,22873.61,60.58,1.516666667,54,15,34,5.7,22.64,1561.26,75.76
potato,2000,whole year,Mizoram,310.0,2429,30432.7,80.6,5.805,54,15,34,5.7,22.64,1561.26,75.76
rice,2000,kharif,Mizoram,51839.0,103673,5089034.63,13478.14,1.8875,54,15,34,5.7,22.64,1561.26,75.76
sugarcane,2000,whole year,Mizoram,952.0,6361,93457.84,247.52,8.705,54,15,34,5.7,22.64,1561.26,75.76
bajra,2000,kharif,Nagaland,1500.0,1250,147255.0,390.0,0.82875,56,16,36,5.8,18.4,688.55,67.37
maize,2000,kharif,Nagaland,35000.0,52500,3435950.0,9100.0,1.5125,56,16,36,5.8,18.4,688.55,67.37
potato,2000,whole year,Nagaland,4540.0,47890,445691.8,1180.4,10.32375,56,16,36,5.8,18.4,688.55,67.37
rice,2000,kharif,Nagaland,150000.0,230000,14725500.0,39000.0,1.5025,56,16,36,5.8,18.4,688.55,67.37
rice,2000,rabi,Nagaland,1680.0,3330,164925.6,436.8,1.98,56,16,36,5.8,18.4,688.55,67.37
sugarcane,2000,whole year,Nagaland,700.0,35000,68719.0,182.0,39.93666667,56,16,36,5.8,18.4,688.55,67.37
wheat,2000,rabi,Nagaland,5000.0,10000,490850.0,1300.0,2.0675,56,16,36,5.8,18.4,688.55,67.37
bajra,2000,kharif,Odisha,4120.0,2350,404460.4,1071.2,0.564,67,26,32,6.3,26.35,1100.2,71.21
maize,2000,kharif,Odisha,54371.0,68866,5337601.07,14136.46,0.8808,67,26,32,6.3,26.35,1100.2,71.21
potato,2000,whole year,Odisha,8251.0,85872,810000.67,2145.26,9.321071429,67,26,32,6.3,26.35,1100.2,71.21
rice,2000,autumn,Odisha,854570.0,464250,83893136.9,222188.2,0.733666667,67,26,32,6.3,26.35,1100.2,71.21
rice,2000,summer,Odisha,206730.0,441540,20294684.1,53749.8,1.685333333,67,26,32,6.3,26.35,1100.2,71.21
rice,2000,winter,Odisha,3372220.0,3707590,331050837.4,876777.2,1.020666667,67,26,32,6.3,26.35,1100.2,71.21
sugarcane,2000,whole year,Odisha,16775.0,963917,1646801.75,4361.5,51.06793103,67,26,32,6.3,26.35,1100.2,71.21
wheat,2000,rabi,Odisha,8819.0,12904,865761.23,2292.94,1.201538462,67,26,32,6.3,26.35,1100.2,71.21
bajra,2000,kharif,Punjab,6000.0,5000,589020.0,1560.0,0.875,150,50,40,8.0,24.65,829.38,38.13
maize,2000,kharif,Punjab,165000.0,461000,16198050.0,42900.0,2.904615385,150,50,40,8.0,24.65,829.38,38.13
rice,2000,kharif,Punjab,2611000.0,9154000,256321870.0,678860.0,3.501764706,150,50,40,8.0,24.65,829.38,38.13
sugarcane,2000,whole year,Punjab,121000.0,7770000,11878570.0,31460.0,65.445625,150,50,40,8.0,24.65,829.38,38.13
wheat,2000,rabi,Punjab,3408000.0,15551000,334563360.0,886080.0,4.503529412,150,50,40,8.0,24.65,829.38,38.13
bajra,2000,kharif,Tamil Nadu,199655.0,303245,19600131.35,51910.3,1.5484,80,38,30,6.6,27.82,1035.18,72.05
maize,2000,kharif,Tamil Nadu,119802.0,193854,11760962.34,31148.52,1.629090909,80,38,30,6.6,27.82,1035.18,72.05
potato,2000,whole year,Tamil Nadu,2723.0,49126,267316.91,707.98,18.08,80,38,30,6.6,27.82,1035.18,72.05
rice,2000,kharif,Tamil Nadu,2113344.0,7217903,207466980.5,549469.44,3.611785714,80,38,30,6.6,27.82,1035.18,72.05
sugarcane,2000,whole year,Tamil Nadu,317473.0,34062855,31166324.41,82542.98,108.0914815,80,38,30,6.6,27.82,1035.18,72.05
bajra,2000,kharif,Uttar Pradesh,881010.0,1277360,86488751.7,229062.6,1.278823529,120,45,35,7.6,25.93,976.03,45.55
maize,2000,kharif,Uttar Pradesh,907927.0,1473111,89131193.59,236061.02,1.534782609,120,45,35,7.6,25.93,976.03,45.55
maize,2000,rabi,Uttar Pradesh,12914.0,20943,1267767.38,3357.64,1.606610169,120,45,35,7.6,25.93,976.03,45.55
potato,2000,whole year,Uttar Pradesh,394083.0,8398200,38687128.11,102461.58,19.7573913,120,45,35,7.6,25.93,976.03,45.55
rice,2000,kharif,Uttar Pradesh,5904128.0,11672250,579608245.8,1535073.28,1.894782609,120,45,35,7.6,25.93,976.03,45.55
rice,2000,summer,Uttar Pradesh,3023.0,6899,296767.91,785.98,2.083181818,120,45,35,7.6,25.93,976.03,45.55
sugarcane,2000,whole year,Uttar Pradesh,1938366.0,106067503,190289390.2,503975.16,50.03478261,120,45,35,7.6,25.93,976.03,45.55
wheat,2000,rabi,Uttar Pradesh,9239311.0,25168332,907023160.9,2402220.86,2.68057971,120,45,35,7.6,25.93,976.03,45.55
bajra,2000,kharif,Uttarakhand,11.0,15,1079.87,2.86,1.36,80,24,38,6.4,18.34,706.41,44.93
maize,2000,kharif,Uttarakhand,33467.0,48302,3285455.39,8701.42,1.337692308,80,24,38,6.4,18.34,706.41,44.93
maize,2000,rabi,Uttarakhand,63.0,99,6184.71,16.38,1.535,80,24,38,6.4,18.34,706.41,44.93
potato,2000,kharif,Uttarakhand,6286.0,138309,617096.62,1634.36,21.66555556,80,24,38,6.4,18.34,706.41,44.93
potato,2000,rabi,Uttarakhand,6473.0,148125,635454.41,1682.98,21.60538462,80,24,38,6.4,18.34,706.41,44.93
rice,2000,kharif,Uttarakhand,285545.0,579074,28031952.65,74241.7,1.649230769,80,24,38,6.4,18.34,706.41,44.93
rice,2000,rabi,Uttarakhand,3062.0,9578,300596.54,796.12,3.125,80,24,38,6.4,18.34,706.41,44.93
sugarcane,2000,whole year,Uttarakhand,116478.0,6831440,11434645.26,30284.28,58.175,80,24,38,6.4,18.34,706.41,44.93
wheat,2000,rabi,Uttarakhand,377340.0,711036,37043467.8,98108.4,1.550769231,80,24,38,6.4,18.34,706.41,44.93
bajra,2001,kharif,Bihar,828.0,598,84563.64,215.28,0.73,85,30,25,7.2,25.95,1096.14,55.07
maize,2001,autumn,Bihar,244793.0,396864,25000709.09,63646.18,1.768108108,85,30,25,7.2,25.95,1096.14,55.07
maize,2001,rabi,Bihar,187399.0,622294,19139059.87,48723.74,2.911818182,85,30,25,7.2,25.95,1096.14,55.07
maize,2001,summer,Bihar,149864.0,388209,15305610.32,38964.64,2.469189189,85,30,25,7.2,25.95,1096.14,55.07
potato,2001,whole year,Bihar,140783.0,1432119,14378167.79,36603.58,10.54486486,85,30,25,7.2,25.95,1096.14,55.07
rice,2001,autumn,Bihar,2844474.0,4354156,290506129.6,739563.24,1.409189189,85,30,25,7.2,25.95,1096.14,55.07
rice,2001,kharif,Bihar,126106.0,243661,12879205.78,32787.56,1.792903226,85,30,25,7.2,25.95,1096.14,55.07
rice,2001,summer,Bihar,593959.0,703404,60661032.67,154429.34,1.098275862,85,30,25,7.2,25.95,1096.14,55.07
sugarcane,2001,whole year,Bihar,120754.0,5818262,12332606.02,31396.04,44.32352941,85,30,25,7.2,25.95,1096.14,55.07
wheat,2001,rabi,Bihar,2181543.0,4499130,222800986.6,567201.18,1.977567568,85,30,25,7.2,25.95,1096.14,55.07
bajra,2001,kharif,Chhattisgarh,80.0,36,8170.4,20.8,0.574285714,70,35,20,6.5,26.22,1214.25,57.24
bajra,2001,whole year,Chhattisgarh,282.0,11012,28800.66,73.32,37.904,70,35,20,6.5,26.22,1214.25,57.24
maize,2001,kharif,Chhattisgarh,93820.0,69708,9581836.6,24393.2,0.75375,70,35,20,6.5,26.22,1214.25,57.24
potato,2001,whole year,Chhattisgarh,9315.0,64152,951340.95,2421.9,6.849375,70,35,20,6.5,26.22,1214.25,57.24
rice,2001,kharif,Chhattisgarh,3810112.0,5073721,389126738.6,990629.12,1.34375,70,35,20,6.5,26.22,1214.25,57.24
sugarcane,2001,whole year,Chhattisgarh,3476.0,9046,355003.88,903.76,2.805714286,70,35,20,6.5,26.22,1214.25,57.24
wheat,2001,rabi,Chhattisgarh,97861.0,103480,9994543.93,25443.86,1.195,70,35,20,6.5,26.22,1214.25,57.24
bajra,2001,kharif,Gujarat,799900.0,1008800,81693787.0,207974.0,1.341176471,75,38,28,7.8,28.07,479.49,39.96
bajra,2001,summer,Gujarat,139900.0,253500,14287987.0,36374.0,1.802666667,75,38,28,7.8,28.07,479.49,39.96
maize,2001,kharif,Gujarat,443500.0,884600,45294655.0,115310.0,2.108666667,75,38,28,7.8,28.07,479.49,39.96
potato,2001,whole year,Gujarat,32300.0,802000,3298799.0,8398.0,22.995,75,38,28,7.8,28.07,479.49,39.96
rice,2001,kharif,Gujarat,664000.0,1028700,67814320.0,172640.0,1.533571429,75,38,28,7.8,28.07,479.49,39.96
rice,2001,summer,Gujarat,3800.0,11500,388094.0,988.0,2.935,75,38,28,7.8,28.07,479.49,39.96
sugarcane,2001,whole year,Gujarat,175800.0,12458000,17954454.0,45708.0,62.97384615,75,38,28,7.8,28.07,479.49,39.96
wheat,2001,rabi,Gujarat,470100.0,1144700,48011313.0,122226.0,2.474736842,75,38,28,7.8,28.07,479.49,39.96
bajra,2001,kharif,Haryana,585474.0,832000,59794459.62,152223.24,1.065263158,130,48,35,7.9,24.52,886.36,40.39
maize,2001,kharif,Haryana,17944.0,47000,1832620.72,4665.44,1.051764706,130,48,35,7.9,24.52,886.36,40.39
potato,2001,whole year,Haryana,9616.0,203100,982082.08,2500.16,19.08055556,130,48,35,7.9,24.52,886.36,40.39
rice,2001,kharif,Haryana,1027505.0,2726000,104939085.6,267151.3,2.645555556,130,48,35,7.9,24.52,886.36,40.39
sugarcane,2001,whole year,Haryana,161184.0,9270000,16461721.92,41907.84,47.62210526,130,48,35,7.9,24.52,886.36,40.39
wheat,2001,rabi,Haryana,2299876.0,9437000,234886335.9,597967.76,3.979473684,130,48,35,7.9,24.52,886.36,40.39
bajra,2001,kharif,Himachal Pradesh,110.0,57,11234.3,28.6,0.5975,60,20,40,6.0,21.39,919.92,42.75
maize,2001,kharif,Himachal Pradesh,301282.0,668228,30769930.66,78333.32,2.463333333,60,20,40,6.0,21.39,919.92,42.75
